2019-12-04 17:09:50.175855,78.47.79.193,50.5353917,12.6643842
2019-12-04 18:11:20.723568,114.4.26.118,-6.1875613,106.8277658
2019-12-04 18:24:32.619527,14.250.16.82,21.0375182,105.8492623
2019-12-04 18:24:36.832486,14.250.16.82,21.0375182,105.8492623
2019-12-04 18:32:02.915399,92.118.160.61,39.7459468,-75.546589
2019-12-04 18:48:03.515250,196.52.43.51,39.0437192,-77.4874899
2019-12-04 20:00:30.674366,190.22.182.53,-33.4288379,-70.6113409903435
2019-12-04 20:01:35.920758,190.22.182.53,-33.4288379,-70.6113409903435
2019-12-04 20:01:48.697370,190.22.182.53,-33.4288379,-70.6113409903435
2019-12-04 20:01:52.649295,190.22.182.53,-33.4288379,-70.6113409903435
2019-12-04 20:01:57.544254,190.22.182.53,-33.4288379,-70.6113409903435
2019-12-04 20:02:02.654871,190.22.182.53,-33.4288379,-70.6113409903435
2019-12-04 20:02:07.749609,190.22.182.53,-33.4288379,-70.6113409903435
2019-12-04 20:02:12.913814,190.22.182.53,-33.4288379,-70.6113409903435
2019-12-04 20:02:34.894457,65.49.20.69,34.1028747,-117.7224033
2019-12-05 00:48:14.480656,139.162.75.112,35.6810912,139.7671861
2019-12-05 01:19:42.875657,90.79.154.39,48.88743895,2.30652286784138
2019-12-05 01:19:44.970225,90.79.154.39,48.88743895,2.30652286784138
2019-12-05 02:37:32.841230,187.188.166.192,19.4326009,-99.1333416
2019-12-05 02:37:52.699339,187.188.166.192,19.4326009,-99.1333416
2019-12-05 02:43:01.589796,217.61.20.216,51.5073219,-0.1276474
2019-12-05 02:43:03.687532,217.61.20.216,51.5073219,-0.1276474
2019-12-05 02:43:05.821279,217.61.20.216,51.5073219,-0.1276474
2019-12-05 02:43:07.923253,217.61.20.216,51.5073219,-0.1276474
2019-12-05 02:43:10.048102,217.61.20.216,51.5073219,-0.1276474
2019-12-05 02:43:12.351688,217.61.20.216,51.5073219,-0.1276474
2019-12-05 02:43:14.517239,217.61.20.216,51.5073219,-0.1276474
2019-12-05 02:43:16.640553,217.61.20.216,51.5073219,-0.1276474
2019-12-05 03:36:03.917603,178.142.93.100,50.1106444,8.6820917
2019-12-05 03:36:06.104540,178.142.93.100,50.1106444,8.6820917
2019-12-05 04:24:32.885277,76.164.201.206,36.1150858,-115.1734142
2019-12-05 04:24:34.423233,76.164.201.206,36.1150858,-115.1734142
2019-12-05 04:24:35.894976,76.164.201.206,36.1150858,-115.1734142
2019-12-05 04:24:37.365439,76.164.201.206,36.1150858,-115.1734142
2019-12-05 04:24:38.842478,76.164.201.206,36.1150858,-115.1734142
2019-12-05 04:24:40.322335,76.164.201.206,36.1150858,-115.1734142
2019-12-05 04:24:41.796675,76.164.201.206,36.1150858,-115.1734142
2019-12-05 04:24:43.322397,76.164.201.206,36.1150858,-115.1734142
